image_path,label,original_split,split
data/raw/Training/pituitary/Tr-pi_90.jpg,pituitary,Training,train
data/raw/Training/glioma/Tr-gl_112.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_156.jpg,pituitary,Training,train
data/raw/Training/glioma/Tr-gl_1053.jpg,glioma,Training,train
data/raw/Training/glioma/Tr-gl_636.jpg,glioma,Training,train
data/raw/Training/glioma/Tr-gl_350.jpg,glioma,Training,train
data/raw/Training/notumor/Tr-no_535.jpg,notumor,Training,train
data/raw/Training/meningioma/Tr-me_377.jpg,meningioma,Training,train
data/raw/Training/meningioma/Tr-aug-me_60.jpg,meningioma,Training,train
data/raw/Training/glioma/Tr-gl_1346.jpg,glioma,Training,train
data/raw/Training/meningioma/Tr-me_422.jpg,meningioma,Training,train
data/raw/Training/glioma/Tr-gl_393.jpg,glioma,Training,train
data/raw/Testing/pituitary/Te-pi_209.jpg,pituitary,Testing,train
data/raw/Training/glioma/Tr-gl_163.jpg,glioma,Training,train
data/raw/Training/meningioma/Tr-me_1052.jpg,meningioma,Training,train
data/raw/Testing/notumor/Te-no_165.jpg,notumor,Testing,train
data/raw/Training/glioma/Tr-gl_1370.jpg,glioma,Training,train
data/raw/Training/glioma/Tr-gl_349.jpg,glioma,Training,train
data/raw/Training/meningioma/Tr-me_1165.jpg,meningioma,Training,train
data/raw/Training/pituitary/Tr-pi_941.jpg,pituitary,Training,train
data/raw/Training/pituitary/Tr-pi_347.jpg,pituitary,Training,train
data/raw/Training/glioma/Tr-gl_239.jpg,glioma,Training,train
data/raw/Testing/pituitary/Te-pi_255.jpg,pituitary,Testing,train
data/raw/Testing/glioma/Te-gl_399.jpg,glioma,Testing,train
data/raw/Training/pituitary/Tr-pi_231.jpg,pituitary,Training,train
data/raw/Training/meningioma/Tr-me_217.jpg,meningioma,Training,train
data/raw/Testing/pituitary/Te-pi_202.jpg,pituitary,Testing,train
data/raw/Training/meningioma/Tr-me_167.jpg,meningioma,Training,train
data/raw/Training/pituitary/Tr-pi_875.jpg,pituitary,Training,train
data/raw/Training/glioma/Tr-gl_919.jpg,glioma,Training,train
data/raw/Training/notumor/Tr-no_489.jpg,notumor,Training,train
data/raw/Training/glioma/Tr-gl_168.jpg,glioma,Training,train
data/raw/Training/notumor/Tr-no_766.jpg,notumor,Training,train
data/raw/Training/glioma/Tr-gl_694.jpg,glioma,Training,train
data/raw/Testing/notumor/Te-no_183.jpg,notumor,Testing,train
data/raw/Testing/glioma/Te-gl_59.jpg,glioma,Testing,train
data/raw/Training/notumor/Tr-no_820.jpg,notumor,Training,train
data/raw/Training/pituitary/Tr-pi_873.jpg,pituitary,Training,train
data/raw/Training/meningioma/Tr-me_79.jpg,meningioma,Training,train
data/raw/Training/glioma/Tr-gl_1327.jpg,glioma,Training,train
data/raw/Testing/notumor/Te-no_171.jpg,notumor,Testing,train
data/raw/Training/meningioma/Tr-me_238.jpg,meningioma,Training,train
data/raw/Testing/glioma/Te-gl_375.jpg,glioma,Testing,train
data/raw/Training/meningioma/Tr-me_1160.jpg,meningioma,Training,train
data/raw/Training/meningioma/Tr-aug-me_36.jpg,meningioma,Training,train
data/raw/Training/pituitary/Tr-pi_7.jpg,pituitary,Training,train
data/raw/Training/pituitary/Tr-pi_1025.jpg,pituitary,Training,train
data/raw/Training/pituitary/Tr-pi_831.jpg,pituitary,Training,train
data/raw/Training/notumor/Tr-no_1329.jpg,notumor,Training,train
data/raw/Testing/pituitary/Te-pi_41.jpg,pituitary,Testing,train
data/raw/Training/notumor/Tr-no_1149.jpg,notumor,Training,train
data/raw/Training/glioma/Tr-gl_1158.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_100.jpg,pituitary,Training,train
data/raw/Training/meningioma/Tr-me_242.jpg,meningioma,Training,train
data/raw/Training/pituitary/Tr-pi_1112.jpg,pituitary,Training,train
data/raw/Training/pituitary/Tr-pi_1047.jpg,pituitary,Training,train
data/raw/Training/glioma/Tr-gl_971.jpg,glioma,Training,train
data/raw/Training/notumor/Tr-no_175.jpg,notumor,Training,train
data/raw/Training/glioma/Tr-gl_661.jpg,glioma,Training,train
data/raw/Testing/pituitary/Te-pi_239.jpg,pituitary,Testing,train
data/raw/Training/glioma/Tr-gl_149.jpg,glioma,Training,train
data/raw/Training/meningioma/Tr-me_405.jpg,meningioma,Training,train
data/raw/Training/notumor/Tr-no_1333.jpg,notumor,Training,train
data/raw/Training/meningioma/Tr-me_6.jpg,meningioma,Training,train
data/raw/Training/notumor/Tr-no_1234.jpg,notumor,Training,train
data/raw/Training/notumor/Tr-no_285.jpg,notumor,Training,train
data/raw/Training/glioma/Tr-gl_1138.jpg,glioma,Training,train
data/raw/Testing/pituitary/Te-pi_238.jpg,pituitary,Testing,train
data/raw/Training/meningioma/Tr-me_47.jpg,meningioma,Training,train
data/raw/Training/pituitary/Tr-pi_860.jpg,pituitary,Training,train
data/raw/Training/meningioma/Tr-me_312.jpg,meningioma,Training,train
data/raw/Training/glioma/Tr-gl_458.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_817.jpg,pituitary,Training,train
data/raw/Training/pituitary/Tr-pi_391.jpg,pituitary,Training,train
data/raw/Training/glioma/Tr-gl_248.jpg,glioma,Training,train
data/raw/Testing/notumor/Te-no_22.jpg,notumor,Testing,train
data/raw/Training/meningioma/Tr-me_874.jpg,meningioma,Training,train
data/raw/Training/notumor/Tr-no_728.jpg,notumor,Training,train
data/raw/Testing/meningioma/Te-me_69.jpg,meningioma,Testing,train
data/raw/Training/meningioma/Tr-me_1035.jpg,meningioma,Training,train
data/raw/Training/glioma/Tr-gl_873.jpg,glioma,Training,train
data/raw/Testing/pituitary/Te-pi_22.jpg,pituitary,Testing,train
data/raw/Testing/notumor/Te-no_288.jpg,notumor,Testing,train
data/raw/Training/glioma/Tr-gl_761.jpg,glioma,Training,train
data/raw/Training/meningioma/Tr-me_724.jpg,meningioma,Training,train
data/raw/Training/pituitary/Tr-pi_493.jpg,pituitary,Training,train
data/raw/Testing/pituitary/Te-pi_13.jpg,pituitary,Testing,train
data/raw/Training/pituitary/Tr-pi_470.jpg,pituitary,Training,train
data/raw/Testing/notumor/Te-no_117.jpg,notumor,Testing,train
data/raw/Testing/glioma/Te-gl_271.jpg,glioma,Testing,train
data/raw/Training/notumor/Tr-no_774.jpg,notumor,Training,train
data/raw/Training/meningioma/Tr-me_675.jpg,meningioma,Training,train
data/raw/Testing/notumor/Te-no_23.jpg,notumor,Testing,train
data/raw/Training/meningioma/Tr-me_1017.jpg,meningioma,Training,train
data/raw/Training/meningioma/Tr-me_309.jpg,meningioma,Training,train
data/raw/Training/pituitary/Tr-pi_716.jpg,pituitary,Training,train
data/raw/Testing/pituitary/Te-pi_298.jpg,pituitary,Testing,train
data/raw/Testing/glioma/Te-gl_336.jpg,glioma,Testing,train
data/raw/Training/notumor/Tr-no_995.jpg,notumor,Training,train
data/raw/Training/pituitary/Tr-pi_454.jpg,pituitary,Training,train
data/raw/Training/notumor/Tr-no_628.jpg,notumor,Training,train
data/raw/Training/pituitary/Tr-pi_1309.jpg,pituitary,Training,train
data/raw/Training/notumor/Tr-no_557.jpg,notumor,Training,train
data/raw/Training/pituitary/Tr-pi_523.jpg,pituitary,Training,train
data/raw/Training/meningioma/Tr-me_860.jpg,meningioma,Training,train
data/raw/Training/glioma/Tr-gl_369.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_50.jpg,pituitary,Training,train
data/raw/Testing/pituitary/Te-pi_294.jpg,pituitary,Testing,train
data/raw/Training/pituitary/Tr-pi_930.jpg,pituitary,Training,train
data/raw/Testing/glioma/Te-gl_203.jpg,glioma,Testing,train
data/raw/Training/meningioma/Tr-me_710.jpg,meningioma,Training,train
data/raw/Testing/meningioma/Te-me_260.jpg,meningioma,Testing,train
data/raw/Training/pituitary/Tr-pi_412.jpg,pituitary,Training,train
data/raw/Training/notumor/Tr-no_836.jpg,notumor,Training,train
data/raw/Training/glioma/Tr-gl_1298.jpg,glioma,Training,train
data/raw/Training/glioma/Tr-gl_934.jpg,glioma,Training,train
data/raw/Training/glioma/Tr-gl_277.jpg,glioma,Training,train
data/raw/Training/glioma/Tr-gl_109.jpg,glioma,Training,train
data/raw/Testing/meningioma/Te-me_187.jpg,meningioma,Testing,train
data/raw/Training/notumor/Tr-no_1299.jpg,notumor,Training,train
data/raw/Training/pituitary/Tr-pi_949.jpg,pituitary,Training,train
data/raw/Training/pituitary/Tr-pi_1161.jpg,pituitary,Training,train
data/raw/Training/glioma/Tr-gl_516.jpg,glioma,Training,train
data/raw/Testing/meningioma/Te-me_24.jpg,meningioma,Testing,train
data/raw/Training/glioma/Tr-gl_1145.jpg,glioma,Training,train
data/raw/Training/meningioma/Tr-me_281.jpg,meningioma,Training,train
data/raw/Testing/notumor/Te-no_80.jpg,notumor,Testing,train
data/raw/Training/notumor/Tr-no_265.jpg,notumor,Training,train
data/raw/Training/glioma/Tr-gl_358.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_1262.jpg,pituitary,Training,train
data/raw/Training/glioma/Tr-gl_590.jpg,glioma,Training,train
data/raw/Testing/notumor/Te-no_275.jpg,notumor,Testing,train
data/raw/Training/notumor/Tr-no_1140.jpg,notumor,Training,train
data/raw/Training/glioma/Tr-gl_737.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_355.jpg,pituitary,Training,train
data/raw/Training/glioma/Tr-gl_1170.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_218.jpg,pituitary,Training,train
data/raw/Training/meningioma/Tr-me_355.jpg,meningioma,Training,train
data/raw/Training/meningioma/Tr-me_1068.jpg,meningioma,Training,train
data/raw/Training/pituitary/Tr-pi_732.jpg,pituitary,Training,train
data/raw/Training/notumor/Tr-no_105.jpg,notumor,Training,train
data/raw/Training/glioma/Tr-gl_917.jpg,glioma,Training,train
data/raw/Training/glioma/Tr-gl_1139.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_593.jpg,pituitary,Training,train
data/raw/Training/glioma/Tr-gl_468.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_1212.jpg,pituitary,Training,train
data/raw/Training/pituitary/Tr-pi_816.jpg,pituitary,Training,train
data/raw/Training/meningioma/Tr-me_43.jpg,meningioma,Training,train
data/raw/Training/pituitary/Tr-pi_19.jpg,pituitary,Training,train
data/raw/Training/meningioma/Tr-me_1255.jpg,meningioma,Training,train
data/raw/Training/pituitary/Tr-pi_232.jpg,pituitary,Training,train
data/raw/Training/glioma/Tr-gl_885.jpg,glioma,Training,train
data/raw/Testing/glioma/Te-gl_276.jpg,glioma,Testing,train
data/raw/Training/notumor/Tr-no_1190.jpg,notumor,Training,train
data/raw/Training/notumor/Tr-no_248.jpg,notumor,Training,train
data/raw/Testing/pituitary/Te-pi_128.jpg,pituitary,Testing,train
data/raw/Training/pituitary/Tr-pi_989.jpg,pituitary,Training,train
data/raw/Training/pituitary/Tr-pi_103.jpg,pituitary,Training,train
data/raw/Testing/notumor/Te-no_106.jpg,notumor,Testing,train
data/raw/Training/meningioma/Tr-me_203.jpg,meningioma,Training,train
data/raw/Training/notumor/Tr-no_335.jpg,notumor,Training,train
data/raw/Testing/notumor/Te-no_315.jpg,notumor,Testing,train
data/raw/Testing/pituitary/Te-pi_315.jpg,pituitary,Testing,train
data/raw/Training/glioma/Tr-gl_518.jpg,glioma,Training,train
data/raw/Testing/meningioma/Te-me_244.jpg,meningioma,Testing,train
data/raw/Testing/notumor/Te-no_389.jpg,notumor,Testing,train
data/raw/Training/glioma/Tr-gl_126.jpg,glioma,Training,train
data/raw/Training/meningioma/Tr-aug-me_26.jpg,meningioma,Training,train
data/raw/Testing/notumor/Te-no_188.jpg,notumor,Testing,train
data/raw/Testing/notumor/Te-no_355.jpg,notumor,Testing,train
data/raw/Training/pituitary/Tr-pi_239.jpg,pituitary,Training,train
data/raw/Testing/meningioma/Te-aug-me_97.jpg,meningioma,Testing,train
data/raw/Training/glioma/Tr-gl_353.jpg,glioma,Training,train
data/raw/Testing/notumor/Te-no_202.jpg,notumor,Testing,train
data/raw/Training/meningioma/Tr-me_1011.jpg,meningioma,Training,train
data/raw/Training/glioma/Tr-gl_588.jpg,glioma,Training,train
data/raw/Training/meningioma/Tr-me_683.jpg,meningioma,Training,train
data/raw/Testing/meningioma/Te-me_62.jpg,meningioma,Testing,train
data/raw/Training/meningioma/Tr-me_52.jpg,meningioma,Training,train
data/raw/Training/pituitary/Tr-pi_590.jpg,pituitary,Training,train
data/raw/Training/meningioma/Tr-me_476.jpg,meningioma,Training,train
data/raw/Training/glioma/Tr-gl_923.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_863.jpg,pituitary,Training,train
data/raw/Training/glioma/Tr-gl_209.jpg,glioma,Training,train
data/raw/Testing/glioma/Te-gl_47.jpg,glioma,Testing,train
data/raw/Training/pituitary/Tr-pi_1111.jpg,pituitary,Training,train
data/raw/Training/glioma/Tr-gl_530.jpg,glioma,Training,train
data/raw/Training/meningioma/Tr-me_271.jpg,meningioma,Training,train
data/raw/Training/glioma/Tr-gl_1262.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_49.jpg,pituitary,Training,train
data/raw/Training/notumor/Tr-no_465.jpg,notumor,Training,train
data/raw/Training/meningioma/Tr-me_206.jpg,meningioma,Training,train
data/raw/Training/meningioma/Tr-me_224.jpg,meningioma,Training,train
data/raw/Training/pituitary/Tr-pi_1226.jpg,pituitary,Training,train
data/raw/Training/pituitary/Tr-pi_618.jpg,pituitary,Training,train
data/raw/Training/meningioma/Tr-me_708.jpg,meningioma,Training,train
data/raw/Training/glioma/Tr-gl_717.jpg,glioma,Training,train
data/raw/Training/notumor/Tr-no_1211.jpg,notumor,Training,train
data/raw/Testing/pituitary/Te-pi_386.jpg,pituitary,Testing,train
data/raw/Testing/pituitary/Te-pi_109.jpg,pituitary,Testing,train
data/raw/Training/pituitary/Tr-pi_992.jpg,pituitary,Training,train
data/raw/Testing/pituitary/Te-pi_221.jpg,pituitary,Testing,train
data/raw/Training/glioma/Tr-gl_568.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_1215.jpg,pituitary,Training,train
data/raw/Testing/glioma/Te-gl_255.jpg,glioma,Testing,train
data/raw/Training/glioma/Tr-gl_677.jpg,glioma,Training,train
data/raw/Training/notumor/Tr-no_1183.jpg,notumor,Training,train
data/raw/Training/meningioma/Tr-me_1007.jpg,meningioma,Training,train
data/raw/Testing/glioma/Te-gl_270.jpg,glioma,Testing,train
data/raw/Testing/notumor/Te-no_66.jpg,notumor,Testing,train
data/raw/Training/notumor/Tr-no_24.jpg,notumor,Training,train
data/raw/Training/meningioma/Tr-me_1182.jpg,meningioma,Training,train
data/raw/Testing/pituitary/Te-pi_214.jpg,pituitary,Testing,train
data/raw/Training/glioma/Tr-gl_208.jpg,glioma,Training,train
data/raw/Training/glioma/Tr-gl_45.jpg,glioma,Training,train
data/raw/Testing/notumor/Te-no_28.jpg,notumor,Testing,train
data/raw/Training/notumor/Tr-no_734.jpg,notumor,Training,train
data/raw/Testing/pituitary/Te-pi_122.jpg,pituitary,Testing,train
data/raw/Training/meningioma/Tr-me_474.jpg,meningioma,Training,train
data/raw/Training/meningioma/Tr-me_1139.jpg,meningioma,Training,train
data/raw/Training/notumor/Tr-no_1304.jpg,notumor,Training,train
data/raw/Training/glioma/Tr-gl_1375.jpg,glioma,Training,train
data/raw/Training/meningioma/Tr-me_1272.jpg,meningioma,Training,train
data/raw/Training/glioma/Tr-gl_601.jpg,glioma,Training,train
data/raw/Training/meningioma/Tr-me_1256.jpg,meningioma,Training,train
data/raw/Training/meningioma/Tr-me_1078.jpg,meningioma,Training,train
data/raw/Training/glioma/Tr-gl_499.jpg,glioma,Training,train
data/raw/Training/notumor/Tr-no_1006.jpg,notumor,Training,train
data/raw/Training/meningioma/Tr-aug-me_59.jpg,meningioma,Training,train
data/raw/Training/pituitary/Tr-pi_1250.jpg,pituitary,Training,train
data/raw/Training/glioma/Tr-gl_325.jpg,glioma,Training,train
data/raw/Testing/pituitary/Te-pi_181.jpg,pituitary,Testing,train
data/raw/Training/pituitary/Tr-pi_1214.jpg,pituitary,Training,train
data/raw/Training/notumor/Tr-no_186.jpg,notumor,Training,train
data/raw/Testing/pituitary/Te-pi_30.jpg,pituitary,Testing,train
data/raw/Training/pituitary/Tr-pi_1267.jpg,pituitary,Training,train
data/raw/Training/notumor/Tr-no_700.jpg,notumor,Training,train
data/raw/Training/pituitary/Tr-pi_1145.jpg,pituitary,Training,train
data/raw/Training/notumor/Tr-no_86.jpg,notumor,Training,train
data/raw/Testing/glioma/Te-gl_23.jpg,glioma,Testing,train
data/raw/Training/pituitary/Tr-pi_1273.jpg,pituitary,Training,train
data/raw/Testing/glioma/Te-gl_178.jpg,glioma,Testing,train
data/raw/Training/meningioma/Tr-me_510.jpg,meningioma,Training,train
data/raw/Training/meningioma/Tr-me_780.jpg,meningioma,Training,train
data/raw/Training/meningioma/Tr-me_183.jpg,meningioma,Training,train
data/raw/Training/glioma/Tr-gl_680.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_862.jpg,pituitary,Training,train
data/raw/Training/meningioma/Tr-me_526.jpg,meningioma,Training,train
data/raw/Training/pituitary/Tr-pi_241.jpg,pituitary,Training,train
data/raw/Training/meningioma/Tr-me_542.jpg,meningioma,Training,train
data/raw/Training/glioma/Tr-gl_867.jpg,glioma,Training,train
data/raw/Testing/glioma/Te-gl_6.jpg,glioma,Testing,train
data/raw/Testing/meningioma/Te-aug-me_10.jpg,meningioma,Testing,train
data/raw/Training/notumor/Tr-no_1239.jpg,notumor,Training,train
data/raw/Training/notumor/Tr-no_457.jpg,notumor,Training,train
data/raw/Training/pituitary/Tr-pi_1393.jpg,pituitary,Training,train
data/raw/Training/glioma/Tr-gl_300.jpg,glioma,Training,train
data/raw/Testing/notumor/Te-no_259.jpg,notumor,Testing,train
data/raw/Training/meningioma/Tr-me_320.jpg,meningioma,Training,train
data/raw/Training/glioma/Tr-gl_1038.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_414.jpg,pituitary,Training,train
data/raw/Training/meningioma/Tr-me_938.jpg,meningioma,Training,train
data/raw/Training/meningioma/Tr-me_999.jpg,meningioma,Training,train
data/raw/Training/glioma/Tr-gl_955.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_201.jpg,pituitary,Training,train
data/raw/Training/glioma/Tr-gl_170.jpg,glioma,Training,train
data/raw/Training/meningioma/Tr-me_278.jpg,meningioma,Training,train
data/raw/Training/pituitary/Tr-pi_705.jpg,pituitary,Training,train
data/raw/Training/glioma/Tr-gl_526.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_474.jpg,pituitary,Training,train
data/raw/Testing/notumor/Te-no_249.jpg,notumor,Testing,train
data/raw/Testing/glioma/Te-gl_350.jpg,glioma,Testing,train
data/raw/Training/notumor/Tr-no_432.jpg,notumor,Training,train
data/raw/Testing/notumor/Te-no_109.jpg,notumor,Testing,train
data/raw/Testing/glioma/Te-gl_347.jpg,glioma,Testing,train
data/raw/Training/meningioma/Tr-aug-me_45.jpg,meningioma,Training,train
data/raw/Training/notumor/Tr-no_467.jpg,notumor,Training,train
data/raw/Training/glioma/Tr-gl_846.jpg,glioma,Training,train
data/raw/Testing/notumor/Te-no_52.jpg,notumor,Testing,train
data/raw/Training/notumor/Tr-no_1164.jpg,notumor,Training,train
data/raw/Testing/notumor/Te-no_305.jpg,notumor,Testing,train
data/raw/Training/pituitary/Tr-pi_1237.jpg,pituitary,Training,train
data/raw/Testing/notumor/Te-no_25.jpg,notumor,Testing,train
data/raw/Training/notumor/Tr-no_880.jpg,notumor,Training,train
data/raw/Training/glioma/Tr-gl_54.jpg,glioma,Training,train
data/raw/Training/notumor/Tr-no_204.jpg,notumor,Training,train
data/raw/Testing/notumor/Te-no_335.jpg,notumor,Testing,train
data/raw/Training/meningioma/Tr-me_937.jpg,meningioma,Training,train
data/raw/Training/meningioma/Tr-me_1071.jpg,meningioma,Training,train
data/raw/Training/meningioma/Tr-me_186.jpg,meningioma,Training,train
data/raw/Training/meningioma/Tr-me_1187.jpg,meningioma,Training,train
data/raw/Training/pituitary/Tr-pi_896.jpg,pituitary,Training,train
data/raw/Training/notumor/Tr-no_470.jpg,notumor,Training,train
data/raw/Training/pituitary/Tr-pi_77.jpg,pituitary,Training,train
data/raw/Testing/meningioma/Te-me_163.jpg,meningioma,Testing,train
data/raw/Testing/meningioma/Te-me_193.jpg,meningioma,Testing,train
data/raw/Testing/meningioma/Te-me_281.jpg,meningioma,Testing,train
data/raw/Testing/glioma/Te-gl_140.jpg,glioma,Testing,train
data/raw/Training/glioma/Tr-gl_82.jpg,glioma,Training,train
data/raw/Training/glioma/Tr-gl_227.jpg,glioma,Training,train
data/raw/Testing/pituitary/Te-pi_313.jpg,pituitary,Testing,train
data/raw/Training/glioma/Tr-gl_979.jpg,glioma,Training,train
data/raw/Training/notumor/Tr-no_252.jpg,notumor,Training,train
data/raw/Training/meningioma/Tr-me_2.jpg,meningioma,Training,train
data/raw/Testing/glioma/Te-gl_313.jpg,glioma,Testing,train
data/raw/Training/notumor/Tr-no_653.jpg,notumor,Training,train
data/raw/Testing/glioma/Te-gl_223.jpg,glioma,Testing,train
data/raw/Testing/pituitary/Te-pi_20.jpg,pituitary,Testing,train
data/raw/Training/meningioma/Tr-me_698.jpg,meningioma,Training,train
data/raw/Training/pituitary/Tr-pi_490.jpg,pituitary,Training,train
data/raw/Testing/pituitary/Te-pi_83.jpg,pituitary,Testing,train
data/raw/Training/pituitary/Tr-pi_189.jpg,pituitary,Training,train
data/raw/Training/pituitary/Tr-pi_448.jpg,pituitary,Training,train
data/raw/Training/meningioma/Tr-me_151.jpg,meningioma,Training,train
data/raw/Training/glioma/Tr-gl_1117.jpg,glioma,Training,train
data/raw/Training/glioma/Tr-gl_560.jpg,glioma,Training,train
data/raw/Testing/meningioma/Te-me_115.jpg,meningioma,Testing,train
data/raw/Testing/glioma/Te-gl_250.jpg,glioma,Testing,train
data/raw/Training/glioma/Tr-gl_839.jpg,glioma,Training,train
data/raw/Testing/notumor/Te-no_200.jpg,notumor,Testing,train
data/raw/Training/pituitary/Tr-pi_937.jpg,pituitary,Training,train
data/raw/Training/pituitary/Tr-pi_123.jpg,pituitary,Training,train
data/raw/Training/meningioma/Tr-me_607.jpg,meningioma,Training,train
data/raw/Training/meningioma/Tr-me_131.jpg,meningioma,Training,train
data/raw/Training/pituitary/Tr-pi_869.jpg,pituitary,Training,train
data/raw/Training/notumor/Tr-no_1103.jpg,notumor,Training,train
data/raw/Training/notumor/Tr-no_1372.jpg,notumor,Training,train
data/raw/Training/glioma/Tr-gl_1148.jpg,glioma,Training,train
data/raw/Training/meningioma/Tr-me_67.jpg,meningioma,Training,train
data/raw/Testing/notumor/Te-no_38.jpg,notumor,Testing,train
data/raw/Training/glioma/Tr-gl_718.jpg,glioma,Training,train
data/raw/Training/glioma/Tr-gl_1236.jpg,glioma,Training,train
data/raw/Testing/meningioma/Te-aug-me_65.jpg,meningioma,Testing,train
data/raw/Training/pituitary/Tr-pi_118.jpg,pituitary,Training,train
data/raw/Training/notumor/Tr-no_543.jpg,notumor,Training,train
data/raw/Training/glioma/Tr-gl_757.jpg,glioma,Training,train
data/raw/Training/glioma/Tr-gl_1076.jpg,glioma,Training,train
data/raw/Training/meningioma/Tr-me_934.jpg,meningioma,Training,train
data/raw/Training/meningioma/Tr-me_127.jpg,meningioma,Training,train
data/raw/Training/notumor/Tr-no_1042.jpg,notumor,Training,train
data/raw/Training/notumor/Tr-no_980.jpg,notumor,Training,train
data/raw/Training/notumor/Tr-no_894.jpg,notumor,Training,train
data/raw/Training/meningioma/Tr-me_261.jpg,meningioma,Training,train
data/raw/Training/meningioma/Tr-me_274.jpg,meningioma,Training,train
data/raw/Testing/pituitary/Te-pi_99.jpg,pituitary,Testing,train
data/raw/Training/pituitary/Tr-pi_124.jpg,pituitary,Training,train
data/raw/Training/glioma/Tr-gl_1235.jpg,glioma,Training,train
data/raw/Training/notumor/Tr-no_120.jpg,notumor,Training,train
data/raw/Training/meningioma/Tr-me_218.jpg,meningioma,Training,train
data/raw/Training/notumor/Tr-no_819.jpg,notumor,Training,train
data/raw/Training/notumor/Tr-no_685.jpg,notumor,Training,train
data/raw/Training/pituitary/Tr-pi_533.jpg,pituitary,Training,train
data/raw/Testing/pituitary/Te-pi_362.jpg,pituitary,Testing,train
data/raw/Testing/notumor/Te-no_156.jpg,notumor,Testing,train
data/raw/Training/meningioma/Tr-me_1001.jpg,meningioma,Training,train
data/raw/Training/glioma/Tr-gl_1110.jpg,glioma,Training,train
data/raw/Training/meningioma/Tr-me_882.jpg,meningioma,Training,train
data/raw/Training/glioma/Tr-gl_833.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_1021.jpg,pituitary,Training,train
data/raw/Testing/pituitary/Te-pi_199.jpg,pituitary,Testing,train
data/raw/Training/glioma/Tr-gl_283.jpg,glioma,Training,train
data/raw/Training/meningioma/Tr-me_33.jpg,meningioma,Training,train
data/raw/Training/pituitary/Tr-pi_665.jpg,pituitary,Training,train
data/raw/Training/pituitary/Tr-pi_404.jpg,pituitary,Training,train
data/raw/Testing/notumor/Te-no_290.jpg,notumor,Testing,train
data/raw/Testing/glioma/Te-gl_66.jpg,glioma,Testing,train
data/raw/Testing/meningioma/Te-me_72.jpg,meningioma,Testing,train
data/raw/Training/meningioma/Tr-me_140.jpg,meningioma,Training,train
data/raw/Training/pituitary/Tr-pi_138.jpg,pituitary,Training,train
data/raw/Training/pituitary/Tr-pi_472.jpg,pituitary,Training,train
data/raw/Testing/glioma/Te-gl_317.jpg,glioma,Testing,train
data/raw/Training/glioma/Tr-gl_895.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_678.jpg,pituitary,Training,train
data/raw/Training/pituitary/Tr-pi_488.jpg,pituitary,Training,train
data/raw/Training/glioma/Tr-gl_1049.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_99.jpg,pituitary,Training,train
data/raw/Training/pituitary/Tr-pi_97.jpg,pituitary,Training,train
data/raw/Testing/notumor/Te-no_72.jpg,notumor,Testing,train
data/raw/Training/notumor/Tr-no_937.jpg,notumor,Training,train
data/raw/Training/pituitary/Tr-pi_8.jpg,pituitary,Training,train
data/raw/Training/glioma/Tr-gl_135.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_1337.jpg,pituitary,Training,train
data/raw/Testing/pituitary/Te-pi_309.jpg,pituitary,Testing,train
data/raw/Testing/glioma/Te-gl_22.jpg,glioma,Testing,train
data/raw/Testing/pituitary/Te-pi_57.jpg,pituitary,Testing,train
data/raw/Training/pituitary/Tr-pi_730.jpg,pituitary,Training,train
data/raw/Training/notumor/Tr-no_793.jpg,notumor,Training,train
data/raw/Testing/notumor/Te-no_368.jpg,notumor,Testing,train
data/raw/Testing/pituitary/Te-pi_135.jpg,pituitary,Testing,train
data/raw/Training/notumor/Tr-no_360.jpg,notumor,Training,train
data/raw/Training/meningioma/Tr-me_1169.jpg,meningioma,Training,train
data/raw/Training/notumor/Tr-no_618.jpg,notumor,Training,train
data/raw/Training/notumor/Tr-no_436.jpg,notumor,Training,train
data/raw/Training/pituitary/Tr-pi_535.jpg,pituitary,Training,train
data/raw/Training/meningioma/Tr-me_1252.jpg,meningioma,Training,train
data/raw/Testing/pituitary/Te-pi_172.jpg,pituitary,Testing,train
data/raw/Training/glioma/Tr-gl_593.jpg,glioma,Training,train
data/raw/Testing/pituitary/Te-pi_272.jpg,pituitary,Testing,train
